customer_id,order_date,amount,product,quantity
CUST-10056,2025-11-15,944.93,Analytics seat,1
CUST-10056,2026-03-07,4489.59,Fiber 300 plan,4
CUST-10056,2026-07-29,2773.36,Aura bottle 1L,2
CUST-10056,2026-08-02,1596.28,Cold-chain logger,2
CUST-10057,2025-09-17,1327.17,Servo drive kit,3
CUST-10057,2025-10-10,1793.35,Conveyor bearing 6205,3
CUST-10057,2025-10-15,3416.67,Analytics seat,4
CUST-10057,2025-12-25,2440.7,Fiber 300 plan,3
CUST-10057,2026-01-03,6864.91,Aura bottle 1L,4
CUST-10057,2026-04-03,2057.71,Cold-chain logger,2
CUST-10057,2026-04-26,1225.78,Trade desk seat,2
CUST-10058,2025-10-21,3545.92,Conveyor bearing 6205,4
CUST-10058,2025-10-21,2623.31,Analytics seat,4
CUST-10058,2025-11-06,1299.91,Fiber 300 plan,2
CUST-10058,2025-11-21,2336.09,Aura bottle 1L,4
CUST-10058,2026-03-23,904.74,Cold-chain logger,1
CUST-10058,2026-05-25,1051.08,Trade desk seat,1
CUST-10058,2026-05-31,945.65,Refill pack,1
CUST-10058,2026-06-09,4067.95,Servo drive kit,4
CUST-10059,2024-12-19,2302.08,Analytics seat,2
CUST-10059,2025-01-22,4493.74,Fiber 300 plan,3
CUST-10059,2025-04-27,2485.41,Aura bottle 1L,2
CUST-10059,2025-08-30,2335.92,Cold-chain logger,3
CUST-10059,2025-10-02,4302.23,Trade desk seat,4
CUST-10059,2026-06-07,1211.22,Refill pack,1
CUST-10060,2026-01-29,1127.96,Fiber 300 plan,1
CUST-10060,2026-02-21,6017.63,Aura bottle 1L,3
CUST-10060,2026-03-20,2047.71,Cold-chain logger,3
CUST-10060,2026-03-28,2929.56,Trade desk seat,4
CUST-10060,2026-05-10,2388.07,Refill pack,4
CUST-10060,2026-06-20,309.98,Servo drive kit,1
CUST-10060,2026-06-27,1855.44,Conveyor bearing 6205,2
CUST-10060,2026-08-16,2057.9,Analytics seat,3
CUST-10061,2025-06-07,769.27,Aura bottle 1L,1
CUST-10061,2025-09-09,693.97,Cold-chain logger,1
CUST-10061,2026-02-12,723.29,Trade desk seat,1
CUST-10061,2026-05-22,1849.71,Refill pack,1
CUST-10061,2026-08-06,2027.69,Servo drive kit,2
CUST-10062,2026-05-11,949.39,Cold-chain logger,1
CUST-10062,2026-05-15,3491.71,Trade desk seat,4
CUST-10062,2026-05-18,420.84,Refill pack,1
CUST-10062,2026-05-19,773.82,Servo drive kit,1
CUST-10062,2026-05-31,1003.17,Conveyor bearing 6205,1
CUST-10062,2026-06-18,1796.05,Analytics seat,2
CUST-10062,2026-07-04,5212.99,Fiber 300 plan,4
CUST-10062,2026-07-31,3298.87,Aura bottle 1L,4
CUST-10062,2026-08-10,3766.95,Cold-chain logger,3
CUST-10062,2026-08-20,562.79,Trade desk seat,1
CUST-10062,2026-08-25,4995.46,Refill pack,4
CUST-10063,2025-10-25,5385.89,Trade desk seat,4
CUST-10063,2025-12-16,2685.01,Refill pack,4
CUST-10063,2025-12-28,3117.14,Servo drive kit,3
CUST-10063,2026-02-22,1746.3,Conveyor bearing 6205,4
CUST-10063,2026-04-23,3036.36,Analytics seat,4
CUST-10063,2026-06-06,1438.01,Fiber 300 plan,2
CUST-10063,2026-06-23,1735.15,Aura bottle 1L,2
CUST-10063,2026-07-27,3501.45,Cold-chain logger,2
CUST-10064,2026-05-01,2600.67,Refill pack,4
CUST-10064,2026-06-01,3790.31,Servo drive kit,4
CUST-10064,2026-06-14,586.9,Conveyor bearing 6205,1
CUST-10064,2026-07-05,809.06,Analytics seat,1
CUST-10064,2026-08-16,3333.25,Fiber 300 plan,3
CUST-10065,2025-10-19,3701.65,Servo drive kit,3
CUST-10065,2025-11-30,2748.92,Conveyor bearing 6205,3
CUST-10065,2025-12-10,2439.73,Analytics seat,2
CUST-10065,2026-01-23,2397.95,Fiber 300 plan,2
CUST-10065,2026-01-28,702.36,Aura bottle 1L,1
CUST-10065,2026-02-12,5963.86,Cold-chain logger,3
CUST-10065,2026-03-26,2636.01,Trade desk seat,3
CUST-10065,2026-06-19,3027.84,Refill pack,4
CUST-10065,2026-06-28,5645.35,Servo drive kit,4
CUST-10065,2026-07-31,4002.01,Conveyor bearing 6205,4
CUST-10066,2026-05-20,3655.36,Conveyor bearing 6205,3
CUST-10066,2026-05-27,1380.18,Analytics seat,2
CUST-10066,2026-06-08,1008.56,Fiber 300 plan,1
CUST-10066,2026-06-17,1817.65,Aura bottle 1L,2
CUST-10066,2026-06-24,2354.04,Cold-chain logger,3
CUST-10066,2026-06-24,4811.59,Trade desk seat,4
CUST-10066,2026-07-31,1418.64,Refill pack,3
CUST-10066,2026-08-11,4137.57,Servo drive kit,4
CUST-10067,2026-03-03,2654.84,Analytics seat,3
CUST-10067,2026-03-07,1746.13,Fiber 300 plan,3
CUST-10067,2026-04-06,1206.27,Aura bottle 1L,1
CUST-10067,2026-04-15,2503.76,Cold-chain logger,2
CUST-10067,2026-05-24,2173.36,Trade desk seat,2
CUST-10067,2026-05-24,751.18,Refill pack,1
CUST-10067,2026-06-11,3638.96,Servo drive kit,4
CUST-10067,2026-06-26,3290.25,Conveyor bearing 6205,3
CUST-10067,2026-07-27,5074.25,Analytics seat,4
CUST-10067,2026-08-06,3451.87,Fiber 300 plan,4
CUST-10067,2026-08-26,578.5,Aura bottle 1L,1
CUST-10068,2025-05-07,4493.08,Fiber 300 plan,3
CUST-10068,2025-06-12,7726.61,Aura bottle 1L,4
CUST-10068,2025-06-22,3404.15,Cold-chain logger,4
CUST-10068,2025-06-27,5556.58,Trade desk seat,3
CUST-10068,2025-08-21,4658.06,Refill pack,4
CUST-10068,2025-09-20,1024.29,Servo drive kit,1
CUST-10068,2025-10-05,5209.49,Conveyor bearing 6205,3
CUST-10068,2025-10-21,1625.09,Analytics seat,2
CUST-10068,2025-12-03,1065.5,Fiber 300 plan,1
CUST-10068,2025-12-12,1531.52,Aura bottle 1L,2
CUST-10068,2026-01-01,3181.7,Cold-chain logger,3
CUST-10069,2025-09-07,2609.08,Aura bottle 1L,3
CUST-10069,2025-10-17,1530.99,Cold-chain logger,2
CUST-10069,2025-10-29,1002.48,Trade desk seat,1
CUST-10069,2025-11-18,3000.69,Refill pack,4
CUST-10069,2025-12-27,3342.51,Servo drive kit,4
CUST-10069,2026-06-25,1295.01,Conveyor bearing 6205,2
CUST-10069,2026-07-08,920.87,Analytics seat,1
CUST-10069,2026-08-13,1856.63,Fiber 300 plan,2
CUST-10070,2026-02-25,763.24,Cold-chain logger,1
CUST-10070,2026-03-24,2496.89,Trade desk seat,3
CUST-10070,2026-03-26,3152.69,Refill pack,3
CUST-10070,2026-03-30,7796.19,Servo drive kit,4
CUST-10070,2026-04-02,4261.41,Conveyor bearing 6205,3
CUST-10070,2026-05-24,3770.57,Analytics seat,3
CUST-10070,2026-07-15,1766.67,Fiber 300 plan,2
CUST-10070,2026-07-16,4836.92,Aura bottle 1L,3
CUST-10070,2026-08-17,4800.1,Cold-chain logger,3
CUST-10070,2026-08-26,3618.07,Trade desk seat,2
CUST-10071,2025-10-01,1839.47,Trade desk seat,3
CUST-10071,2025-10-18,2344.04,Refill pack,2
CUST-10071,2025-12-09,1231.13,Servo drive kit,1
CUST-10071,2026-01-18,2783.59,Conveyor bearing 6205,4
CUST-10071,2026-02-25,773.78,Analytics seat,1
CUST-10071,2026-03-11,567.62,Fiber 300 plan,1
CUST-10071,2026-03-25,3763.01,Aura bottle 1L,4
CUST-10071,2026-04-19,930.88,Cold-chain logger,2
CUST-10071,2026-05-12,853.64,Trade desk seat,1
CUST-10071,2026-06-06,2157.69,Refill pack,4
CUST-10071,2026-06-12,3077.38,Servo drive kit,3
CUST-10071,2026-08-27,4266.3,Conveyor bearing 6205,4
CUST-10072,2025-11-08,939.39,Refill pack,1
CUST-10072,2025-12-30,3670.14,Servo drive kit,4
CUST-10072,2026-02-11,1599.22,Conveyor bearing 6205,2
CUST-10072,2026-04-20,3141.48,Analytics seat,2
CUST-10072,2026-04-20,2132.46,Fiber 300 plan,3
CUST-10072,2026-07-23,3124.52,Aura bottle 1L,4
CUST-10073,2024-09-21,3405.06,Servo drive kit,3
CUST-10073,2024-10-11,678.59,Conveyor bearing 6205,1
CUST-10073,2025-01-23,1487.48,Analytics seat,1
CUST-10073,2025-03-09,3041.61,Fiber 300 plan,2
CUST-10073,2025-05-05,1320.51,Aura bottle 1L,2
CUST-10073,2025-06-19,2868.73,Cold-chain logger,2
CUST-10074,2026-05-21,3422.84,Conveyor bearing 6205,4
CUST-10074,2026-05-24,705.83,Analytics seat,1
CUST-10074,2026-06-14,1202.67,Fiber 300 plan,1
CUST-10074,2026-06-15,2197.81,Aura bottle 1L,3
CUST-10074,2026-06-17,1317.93,Cold-chain logger,2
CUST-10074,2026-07-14,1241.23,Trade desk seat,2
CUST-10074,2026-07-30,4937.76,Refill pack,3
CUST-10074,2026-08-06,985.75,Servo drive kit,1
CUST-10074,2026-08-10,2022.01,Conveyor bearing 6205,4
CUST-10074,2026-08-13,2280.79,Analytics seat,3
CUST-10074,2026-08-15,1489.42,Fiber 300 plan,3
CUST-10074,2026-08-27,1003.99,Aura bottle 1L,1
CUST-10075,2026-03-22,2747.29,Analytics seat,4
CUST-10075,2026-06-12,1701.32,Fiber 300 plan,3
CUST-10076,2024-06-06,486.96,Fiber 300 plan,1
CUST-10076,2024-11-09,1800.19,Aura bottle 1L,3
CUST-10076,2025-06-19,4165.16,Cold-chain logger,4
CUST-10076,2025-08-02,3350.63,Trade desk seat,4
CUST-10076,2026-01-19,1421.81,Refill pack,3
CUST-10076,2026-06-29,2342.27,Servo drive kit,4
CUST-10076,2026-07-27,3092.45,Conveyor bearing 6205,3
CUST-10077,2024-07-03,1476.8,Aura bottle 1L,2
CUST-10077,2025-01-26,3859.87,Cold-chain logger,4
CUST-10077,2025-04-24,3130.02,Trade desk seat,2
CUST-10077,2025-05-03,752.66,Refill pack,1
CUST-10077,2025-10-18,2833.95,Servo drive kit,3
CUST-10077,2025-11-17,4107.67,Conveyor bearing 6205,3
CUST-10077,2026-01-10,2835.66,Analytics seat,3
CUST-10077,2026-05-01,2336.44,Fiber 300 plan,3
CUST-10077,2026-05-09,3203.8,Aura bottle 1L,3
CUST-10078,2025-01-05,2679.81,Cold-chain logger,3
CUST-10078,2025-02-02,2076.39,Trade desk seat,2
CUST-10078,2025-07-11,853.01,Refill pack,1
CUST-10078,2025-12-27,1170.23,Servo drive kit,3
CUST-10078,2026-06-28,1833.2,Conveyor bearing 6205,3
CUST-10079,2026-03-28,1865.31,Trade desk seat,3
CUST-10079,2026-04-13,1946.66,Refill pack,2
CUST-10079,2026-07-25,560.53,Servo drive kit,1
CUST-10080,2026-02-01,2424.06,Refill pack,3
CUST-10080,2026-03-03,3195.16,Servo drive kit,4
CUST-10080,2026-03-08,2533.27,Conveyor bearing 6205,3
CUST-10080,2026-05-10,1424.59,Analytics seat,1
CUST-10080,2026-05-30,6720.54,Fiber 300 plan,3
CUST-10080,2026-06-14,4004.41,Aura bottle 1L,4
CUST-10081,2026-02-08,4445.85,Servo drive kit,4
CUST-10081,2026-06-03,2500.1,Conveyor bearing 6205,4
CUST-10081,2026-07-12,3622.4,Analytics seat,4
CUST-10081,2026-07-27,1323.49,Fiber 300 plan,1
CUST-10082,2024-11-24,1172.51,Conveyor bearing 6205,1
CUST-10082,2024-12-15,5512.24,Analytics seat,4
CUST-10082,2024-12-30,2009.95,Fiber 300 plan,2
CUST-10082,2025-03-01,794.65,Aura bottle 1L,1
CUST-10082,2026-03-01,2383.29,Cold-chain logger,2
CUST-10082,2026-05-05,3394.42,Trade desk seat,3
CUST-10082,2026-07-19,2567.36,Refill pack,2
CUST-10082,2026-08-21,3462.98,Servo drive kit,3
CUST-10083,2025-02-07,4182.97,Analytics seat,2
CUST-10083,2025-05-07,493.03,Fiber 300 plan,1
CUST-10083,2025-05-22,1928.98,Aura bottle 1L,3
CUST-10083,2025-07-19,994.11,Cold-chain logger,1
CUST-10083,2025-08-17,996.94,Trade desk seat,1
CUST-10083,2025-10-25,655.11,Refill pack,1
CUST-10083,2025-11-04,1849.76,Servo drive kit,2
CUST-10083,2026-02-07,2643.69,Conveyor bearing 6205,4
CUST-10084,2025-03-17,703.77,Fiber 300 plan,1
CUST-10084,2025-04-13,2482.9,Aura bottle 1L,4
CUST-10084,2025-09-07,3604.22,Cold-chain logger,4
CUST-10084,2025-11-20,2379.79,Trade desk seat,4
CUST-10084,2026-06-03,3491.67,Refill pack,4
CUST-10085,2025-06-20,750.67,Aura bottle 1L,1
CUST-10085,2025-07-07,1205.76,Cold-chain logger,2
CUST-10085,2025-09-23,3572.78,Trade desk seat,3
CUST-10085,2025-10-29,4253.05,Refill pack,4
CUST-10085,2025-11-06,5158.64,Servo drive kit,4
CUST-10085,2025-12-18,2414.92,Conveyor bearing 6205,2
CUST-10085,2026-04-22,1173.98,Analytics seat,2
CUST-10085,2026-06-30,2606.91,Fiber 300 plan,4
CUST-10085,2026-07-23,961.9,Aura bottle 1L,1
CUST-10085,2026-08-27,2081.84,Cold-chain logger,2
CUST-10086,2026-06-08,6431.83,Cold-chain logger,4
CUST-10086,2026-06-13,4139.75,Trade desk seat,4
CUST-10086,2026-06-16,3860.26,Refill pack,4
CUST-10086,2026-07-02,2223.04,Servo drive kit,3
CUST-10086,2026-07-09,1541.63,Conveyor bearing 6205,1
CUST-10086,2026-07-14,842.19,Analytics seat,1
CUST-10086,2026-07-29,1914.97,Fiber 300 plan,2
CUST-10086,2026-07-31,5764.76,Aura bottle 1L,4
CUST-10086,2026-08-12,1812.3,Cold-chain logger,2
CUST-10087,2025-08-09,1819.61,Trade desk seat,2
CUST-10087,2025-10-13,5659.51,Refill pack,4
CUST-10087,2025-10-31,1308.05,Servo drive kit,1
CUST-10087,2025-11-08,2294.58,Conveyor bearing 6205,3
CUST-10087,2026-01-30,1438.76,Analytics seat,1
CUST-10087,2026-07-18,2204.58,Fiber 300 plan,4
CUST-10087,2026-07-22,866.61,Aura bottle 1L,1
CUST-10087,2026-08-04,2540.02,Cold-chain logger,2
CUST-10088,2025-02-22,3111.44,Refill pack,3
CUST-10088,2025-03-08,1362.82,Servo drive kit,3
CUST-10088,2025-04-04,3637.78,Conveyor bearing 6205,2
CUST-10088,2025-06-15,974.07,Analytics seat,1
CUST-10088,2025-07-28,4960.65,Fiber 300 plan,4
CUST-10088,2025-08-02,2295.26,Aura bottle 1L,2
CUST-10088,2025-09-01,3786.03,Cold-chain logger,3
CUST-10088,2025-09-16,2536.99,Trade desk seat,3
CUST-10088,2025-11-16,747.24,Refill pack,1
CUST-10088,2026-02-03,1182.68,Servo drive kit,1
CUST-10088,2026-02-14,1301.3,Conveyor bearing 6205,1
CUST-10088,2026-02-22,2445.06,Analytics seat,2
CUST-10088,2026-05-12,1367.15,Fiber 300 plan,2
CUST-10088,2026-06-11,1395.71,Aura bottle 1L,2
CUST-10088,2026-06-15,4667.74,Cold-chain logger,4
CUST-10088,2026-07-13,2837.73,Trade desk seat,3
CUST-10089,2025-04-29,2656.25,Servo drive kit,2
CUST-10089,2025-06-29,2002.07,Conveyor bearing 6205,2
CUST-10089,2025-08-18,3827.89,Analytics seat,4
CUST-10089,2025-09-18,2749.63,Fiber 300 plan,3
CUST-10089,2025-10-24,2710.31,Aura bottle 1L,4
CUST-10089,2025-12-01,7666.74,Cold-chain logger,3
CUST-10089,2026-01-10,2180.73,Trade desk seat,2
CUST-10089,2026-01-31,4587.34,Refill pack,4
CUST-10089,2026-02-08,3778.06,Servo drive kit,3
CUST-10089,2026-02-19,2176.56,Conveyor bearing 6205,4
CUST-10089,2026-04-12,846.97,Analytics seat,1
CUST-10089,2026-04-27,3963.08,Fiber 300 plan,4
CUST-10089,2026-05-02,4589.11,Aura bottle 1L,4
CUST-10089,2026-05-30,2279.27,Cold-chain logger,3
CUST-10089,2026-06-18,3455.9,Trade desk seat,4
CUST-10089,2026-08-06,7487.77,Refill pack,4
CUST-10089,2026-08-24,3879.85,Servo drive kit,4
CUST-10090,2026-04-01,2331.6,Conveyor bearing 6205,2
CUST-10090,2026-04-09,1956.4,Analytics seat,4
CUST-10090,2026-04-23,1232.57,Fiber 300 plan,1
CUST-10090,2026-05-22,3055.46,Aura bottle 1L,3
CUST-10090,2026-06-01,4160.85,Cold-chain logger,4
CUST-10090,2026-08-03,795.08,Trade desk seat,2
CUST-10090,2026-08-23,2502.02,Refill pack,2
CUST-10090,2026-08-27,2536.33,Servo drive kit,3
CUST-10091,2025-06-07,2776.53,Analytics seat,3
CUST-10091,2025-07-19,1898.71,Fiber 300 plan,2
CUST-10091,2025-09-10,2930.99,Aura bottle 1L,4
CUST-10091,2025-10-02,958.62,Cold-chain logger,1
CUST-10091,2025-10-24,1627.87,Trade desk seat,3
CUST-10091,2025-12-16,684.86,Refill pack,1
CUST-10091,2026-03-29,2162.84,Servo drive kit,2
CUST-10091,2026-06-12,594.74,Conveyor bearing 6205,1
CUST-10091,2026-06-20,2726.39,Analytics seat,3
CUST-10091,2026-07-30,4897.14,Fiber 300 plan,3
CUST-10091,2026-08-26,4480.28,Aura bottle 1L,3
CUST-10092,2024-12-27,1801.5,Fiber 300 plan,2
CUST-10092,2025-02-05,3437.98,Aura bottle 1L,2
CUST-10092,2025-03-17,1228.76,Cold-chain logger,1
CUST-10092,2025-05-21,4540.04,Trade desk seat,4
CUST-10092,2025-09-01,1287.54,Refill pack,1
CUST-10092,2026-01-20,5032.71,Servo drive kit,4
CUST-10092,2026-01-29,2171.07,Conveyor bearing 6205,2
CUST-10092,2026-03-24,3763.96,Analytics seat,4
CUST-10092,2026-05-01,1545.19,Fiber 300 plan,2
CUST-10093,2024-08-07,6237.07,Aura bottle 1L,4
CUST-10093,2025-03-05,2482.18,Cold-chain logger,2
CUST-10093,2025-03-23,1051.57,Trade desk seat,2
CUST-10093,2025-09-06,3697.84,Refill pack,3
CUST-10093,2025-09-25,923.34,Servo drive kit,1
CUST-10093,2026-02-10,2864.02,Conveyor bearing 6205,4
CUST-10094,2025-07-07,890.57,Cold-chain logger,1
CUST-10094,2025-07-12,2681.61,Trade desk seat,3
CUST-10094,2025-08-08,3060.48,Refill pack,4
CUST-10094,2025-09-09,1985.56,Servo drive kit,2
CUST-10094,2025-09-18,1533.45,Conveyor bearing 6205,3
CUST-10094,2025-09-28,2676.6,Analytics seat,3
CUST-10094,2025-10-02,1453.79,Fiber 300 plan,3
CUST-10094,2025-10-16,1865.72,Aura bottle 1L,2
CUST-10094,2026-01-03,2138.46,Cold-chain logger,2
CUST-10094,2026-01-12,2168.97,Trade desk seat,2
CUST-10094,2026-01-17,552.25,Refill pack,1
CUST-10094,2026-02-02,7096.63,Servo drive kit,4
CUST-10094,2026-03-30,2202.37,Conveyor bearing 6205,2
CUST-10094,2026-05-03,699.19,Analytics seat,1
CUST-10094,2026-05-05,2849.8,Fiber 300 plan,4
CUST-10094,2026-06-01,3247.04,Aura bottle 1L,3
CUST-10094,2026-06-02,1520.2,Cold-chain logger,2
CUST-10094,2026-06-06,1847.15,Trade desk seat,3
CUST-10094,2026-06-28,1163.33,Refill pack,2
CUST-10094,2026-07-18,3098.21,Servo drive kit,3
CUST-10094,2026-08-10,2852.8,Conveyor bearing 6205,2
CUST-10094,2026-08-17,2286.82,Analytics seat,2
CUST-10095,2026-04-01,1115.37,Trade desk seat,1
CUST-10095,2026-04-17,1933.15,Refill pack,2
CUST-10095,2026-05-02,3640.76,Servo drive kit,3
CUST-10095,2026-05-09,2616.69,Conveyor bearing 6205,2
CUST-10095,2026-06-09,3672.44,Analytics seat,4
CUST-10095,2026-06-18,4120.98,Fiber 300 plan,4
CUST-10096,2025-09-17,2155.57,Refill pack,3
CUST-10096,2025-12-10,1770.28,Servo drive kit,2
CUST-10096,2026-02-17,1236.51,Conveyor bearing 6205,3
CUST-10096,2026-03-10,1004.83,Analytics seat,1
CUST-10096,2026-06-15,1713.0,Fiber 300 plan,2
CUST-10097,2025-12-02,2182.9,Servo drive kit,3
CUST-10097,2026-04-16,2674.34,Conveyor bearing 6205,2
CUST-10097,2026-04-22,606.66,Analytics seat,1
CUST-10097,2026-07-03,1232.66,Fiber 300 plan,1
CUST-10097,2026-08-27,2769.06,Aura bottle 1L,3
CUST-10098,2024-08-23,2596.72,Conveyor bearing 6205,3
CUST-10098,2024-12-08,2384.9,Analytics seat,2
CUST-10098,2025-04-01,7723.42,Fiber 300 plan,4
CUST-10098,2025-07-18,1564.27,Aura bottle 1L,1
CUST-10098,2025-08-07,5163.66,Cold-chain logger,3
CUST-10098,2025-12-28,2077.65,Trade desk seat,2
CUST-10098,2026-02-10,1993.35,Refill pack,2
CUST-10099,2026-04-23,2767.39,Analytics seat,4
CUST-10099,2026-04-26,983.65,Fiber 300 plan,1
CUST-10099,2026-05-09,577.06,Aura bottle 1L,1
CUST-10099,2026-05-19,2972.88,Cold-chain logger,4
CUST-10099,2026-06-01,3853.09,Trade desk seat,4
CUST-10099,2026-06-07,5103.46,Refill pack,4
CUST-10099,2026-06-20,2853.45,Servo drive kit,2
CUST-10099,2026-07-31,2937.09,Conveyor bearing 6205,4
CUST-10099,2026-08-18,609.53,Analytics seat,1
CUST-10100,2026-05-12,757.17,Fiber 300 plan,1
CUST-10100,2026-07-08,1927.13,Aura bottle 1L,3
CUST-10100,2026-08-15,1354.72,Cold-chain logger,2
CUST-10101,2025-04-13,2204.5,Aura bottle 1L,3
CUST-10101,2025-04-30,1071.01,Cold-chain logger,1
CUST-10101,2025-05-23,2088.52,Trade desk seat,2
CUST-10101,2025-06-17,1260.51,Refill pack,1
CUST-10101,2025-06-29,4018.71,Servo drive kit,3
CUST-10101,2025-08-05,1044.35,Conveyor bearing 6205,1
CUST-10101,2026-05-22,3173.27,Analytics seat,4
CUST-10101,2026-07-22,2343.31,Fiber 300 plan,2
CUST-10102,2025-07-26,1000.43,Cold-chain logger,2
CUST-10102,2025-08-05,2844.96,Trade desk seat,2
CUST-10102,2025-08-07,3236.3,Refill pack,4
CUST-10102,2025-09-13,3189.13,Servo drive kit,2
CUST-10102,2025-09-17,3223.61,Conveyor bearing 6205,2
CUST-10102,2025-11-28,859.83,Analytics seat,1
CUST-10102,2025-12-21,1854.47,Fiber 300 plan,2
CUST-10102,2026-03-03,1423.68,Aura bottle 1L,2
CUST-10102,2026-03-09,2798.31,Cold-chain logger,4
CUST-10102,2026-04-19,2807.82,Trade desk seat,4
CUST-10102,2026-07-19,583.31,Refill pack,1
CUST-10103,2025-09-18,2042.97,Trade desk seat,2
CUST-10103,2025-10-06,886.83,Refill pack,1
CUST-10103,2025-11-03,2432.77,Servo drive kit,2
CUST-10103,2025-11-12,1522.85,Conveyor bearing 6205,1
CUST-10103,2025-12-16,2437.2,Analytics seat,1
CUST-10103,2025-12-24,5508.53,Fiber 300 plan,3
CUST-10103,2026-02-22,2987.88,Aura bottle 1L,3
CUST-10103,2026-03-19,5248.53,Cold-chain logger,4
CUST-10103,2026-03-19,3348.82,Trade desk seat,2
CUST-10103,2026-04-15,3790.25,Refill pack,3
CUST-10103,2026-05-04,4247.4,Servo drive kit,3
CUST-10103,2026-07-17,2034.5,Conveyor bearing 6205,1
CUST-10103,2026-08-01,3210.12,Analytics seat,3
CUST-10104,2024-05-29,2613.44,Refill pack,3
CUST-10104,2024-08-01,1265.3,Servo drive kit,1
CUST-10104,2024-09-08,1790.39,Conveyor bearing 6205,2
CUST-10104,2024-10-17,766.78,Analytics seat,1
CUST-10104,2025-04-14,1132.29,Fiber 300 plan,1
CUST-10104,2025-07-16,1254.89,Aura bottle 1L,1
CUST-10104,2025-11-01,2379.45,Cold-chain logger,2
CUST-10104,2026-01-01,2686.33,Trade desk seat,3
CUST-10104,2026-02-10,3029.36,Refill pack,3
CUST-10104,2026-03-13,737.7,Servo drive kit,1
CUST-10104,2026-05-01,743.84,Conveyor bearing 6205,1
CUST-10105,2025-01-30,2410.82,Servo drive kit,4
CUST-10105,2025-03-08,2825.01,Conveyor bearing 6205,3
CUST-10105,2025-11-09,9751.7,Analytics seat,4
CUST-10105,2026-01-12,4491.63,Fiber 300 plan,4
CUST-10105,2026-01-29,725.87,Aura bottle 1L,1
CUST-10105,2026-02-28,1333.15,Cold-chain logger,1
CUST-10105,2026-03-31,2664.79,Trade desk seat,2
CUST-10105,2026-04-11,4389.3,Refill pack,3
CUST-10105,2026-06-22,4070.52,Servo drive kit,4
CUST-10105,2026-07-15,2678.44,Conveyor bearing 6205,2
CUST-10105,2026-08-18,836.96,Analytics seat,1
CUST-10106,2024-07-04,653.12,Conveyor bearing 6205,1
CUST-10106,2024-10-22,2109.33,Analytics seat,3
CUST-10106,2025-02-22,3117.62,Fiber 300 plan,3
CUST-10106,2025-03-16,1272.15,Aura bottle 1L,2
CUST-10106,2025-07-25,1485.87,Cold-chain logger,2
CUST-10106,2026-02-07,1973.41,Trade desk seat,2
CUST-10106,2026-04-10,1937.6,Refill pack,3
CUST-10107,2025-11-03,750.79,Analytics seat,1
CUST-10107,2025-11-20,4326.2,Fiber 300 plan,3
CUST-10107,2026-02-09,2988.64,Aura bottle 1L,4
CUST-10107,2026-03-17,3992.85,Cold-chain logger,3
CUST-10107,2026-04-08,3214.19,Trade desk seat,4
CUST-10107,2026-05-22,4631.09,Refill pack,4
CUST-10107,2026-07-11,4281.61,Servo drive kit,3
CUST-10107,2026-07-12,2959.61,Conveyor bearing 6205,2
CUST-10108,2024-10-12,3182.5,Fiber 300 plan,4
CUST-10108,2025-01-09,352.72,Aura bottle 1L,1
CUST-10108,2025-09-05,1610.86,Cold-chain logger,2
CUST-10108,2025-10-28,718.32,Trade desk seat,2
CUST-10108,2026-03-05,2611.82,Refill pack,3
CUST-10109,2024-09-05,1958.32,Aura bottle 1L,2
CUST-10109,2024-10-07,880.07,Cold-chain logger,1
CUST-10109,2025-01-12,2743.71,Trade desk seat,3
CUST-10109,2025-08-02,2688.84,Refill pack,4
CUST-10109,2026-01-01,2085.9,Servo drive kit,3
CUST-10109,2026-05-01,2933.39,Conveyor bearing 6205,3
CUST-10109,2026-05-27,1950.95,Analytics seat,2
CUST-10110,2024-10-22,1614.73,Cold-chain logger,1
CUST-10110,2025-06-05,2018.97,Trade desk seat,2
CUST-10110,2025-06-10,737.07,Refill pack,1
CUST-10110,2025-10-07,1236.14,Servo drive kit,1
CUST-10110,2026-01-15,2471.52,Conveyor bearing 6205,2
CUST-10110,2026-03-07,2820.97,Analytics seat,3
CUST-10111,2026-05-19,3183.01,Trade desk seat,3
CUST-10111,2026-06-09,4989.55,Refill pack,3
CUST-10111,2026-06-12,1760.16,Servo drive kit,2
CUST-10111,2026-06-22,3411.94,Conveyor bearing 6205,3
CUST-10111,2026-07-20,4533.4,Analytics seat,4
CUST-10111,2026-07-30,9425.9,Fiber 300 plan,4
CUST-10111,2026-08-01,1274.78,Aura bottle 1L,1
CUST-10111,2026-08-01,3811.03,Cold-chain logger,3
CUST-10111,2026-08-03,3445.1,Trade desk seat,3
CUST-10111,2026-08-09,5160.64,Refill pack,4
CUST-10112,2024-09-24,6286.92,Refill pack,4
CUST-10112,2024-11-29,1629.93,Servo drive kit,2
CUST-10112,2025-06-10,2318.31,Conveyor bearing 6205,2
CUST-10112,2025-10-26,2220.98,Analytics seat,2
CUST-10112,2025-11-01,2014.41,Fiber 300 plan,2
CUST-10112,2026-03-01,4883.55,Aura bottle 1L,3
CUST-10112,2026-04-09,1068.49,Cold-chain logger,1
CUST-10112,2026-04-11,1807.0,Trade desk seat,2
CUST-10112,2026-04-30,2492.4,Refill pack,2
CUST-10113,2024-06-29,1238.09,Servo drive kit,2
CUST-10113,2024-07-16,4015.7,Conveyor bearing 6205,4
